Unit,SaleAmount,Date
3222,100,2004-11-05
3222,100,2004-11-05
3222,1855000,2003-07-01
3222,100,2002-07-11
3222,100,2000-12-21
3222,100,1989-11-07
3222,100,1989-11-05
3311,0,2025-01-27
3311,0,2025-01-27
3311,0,2023-10-14
3311,300000,2022-11-01
3311,241000,2021-11-29
3311,135900,2005-07-15
3311,165000,2005-07-15
3311,100,2004-11-05
3311,100,2004-11-05
3311,1855000,2003-07-01
3311,100,2002-07-11
3311,100,2000-12-21
3311,100,1989-11-07
3311,100,1989-11-05
3312,259900,2022-01-14
3312,0,2015-04-27
3312,139900,2005-07-15
3312,100,2004-11-05
3312,100,2004-11-05
3312,1855000,2003-07-01
3312,100,2002-07-11
3312,100,2000-12-21
3312,100,1989-11-07
3312,100,1989-11-05
3321,300000,2024-06-21
3321,199000,2021-03-29
3321,121000,2014-06-30
3321,63000,2014-03-07
3321,100,2013-12-06
3321,188500,2005-07-26
3321,157900,2005-07-19
3321,100,2004-11-05
3321,100,2004-11-05
3321,1855000,2003-07-01
3321,100,2002-07-11
3321,100,2000-12-21
3321,100,1989-11-07
3321,100,1989-11-05
3322,0,2022-12-06
3322,62600,2010-11-05
3322,37100,2010-04-16
3322,100,2010-04-08
3322,100,2009-09-24
3322,189200,2007-06-29
3322,157900,2005-07-20
3322,100,2004-11-05
3322,100,2004-11-05
3322,1855000,2003-07-01
3322,100,2002-07-11
3322,100,2000-12-21
3322,100,1989-11-07
3322,100,1989-11-05
3411,52000,2010-12-28
3411,0,2010-07-20
3411,135900,2005-07-14
3411,100,2004-11-05
3411,100,2004-11-05
3411,1855000,2003-07-01
3411,100,2002-07-11
3411,100,2000-12-21
3411,100,1989-11-07
3411,100,1989-11-05
3412,10,2023-03-29
3412,305000,2023-02-24
3412,165000,2019-02-21
3412,155000,2016-02-29
3412,111000,2014-02-14
3412,0,2012-05-31
3412,239000,2005-07-18
3412,135900,2005-07-13
3412,100,2004-11-05
3412,100,2004-11-05
3412,1855000,2003-07-01
3412,100,2002-07-11
3412,100,2000-12-21
3412,100,1989-11-07
3412,100,1989-11-05
3421,250000,2024-02-21
3421,157900,2005-07-18
3421,100,2004-11-05
3421,100,2004-11-05
3421,1855000,2003-07-01
3421,100,2002-07-11
3421,100,2000-12-21
3421,100,1989-11-07
3421,100,1989-11-05
3422,165000,2020-02-04
3422,170000,2007-06-20
3422,157900,2005-07-20
3422,100,2004-11-05
3422,100,2004-11-05
3422,1855000,2003-07-01
3422,100,2002-07-11
3422,100,2000-12-21
3422,100,1989-11-07
3422,100,1989-11-05
